Unix,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount,Target,RSI,MA5,MA20
1693526400000,2023-09-01,BTCUSDT,25940.77,26156.0,25333.75,25805.05,41032.15056,1059444591.7097496,881179,25869.51,-164.0027674696517,25852.778,26173.243
1693440000000,2023-08-31,BTCUSDT,27299.99,27587.51,25655.01,25940.78,51032.80401,1360373186.0116708,944690,25805.05,-247.3528653664398,25882.514000000003,26114.032
1693353600000,2023-08-30,BTCUSDT,27716.34,27768.57,27017.24,27299.99,35448.25848,969086451.1625257,690292,25940.78,259.6202191114942,26177.308,26118.5185
1693267200000,2023-08-29,BTCUSDT,26120.0,28142.85,25922.0,27716.34,74251.99488,2023326050.758479,1137083,27299.99,171.3549439304138,26526.333999999995,26166.21
1693180800000,2023-08-28,BTCUSDT,26101.78,26253.99,25864.5,26120.0,22692.62655,591008939.17657,523057,27716.34,335.7803818356519,26576.432,26145.8345
1693094400000,2023-08-27,BTCUSDT,26017.38,26182.23,25966.11,26101.77,12099.64216,315548363.0193776,349090,26120.0,974.7616851168516,26635.776,26122.9395
1693008000000,2023-08-26,BTCUSDT,26060.0,26125.77,25985.92,26017.37,10022.22322,261041530.4758038,329412,26101.77,2138.8562543193043,26651.094,26093.808
1692921600000,2023-08-25,BTCUSDT,26180.05,26314.05,25777.15,26060.01,27753.33772,722611079.1898074,611438,26017.37,1678.6101264129663,26403.097999999998,26070.672
1692835200000,2023-08-24,BTCUSDT,26432.71,26577.87,25864.0,26180.05,30205.22116,792966965.8982657,575619,26060.01,-3049.006004002635,26095.84,26068.5745
1692748800000,2023-08-23,BTCUSDT,26055.99,26819.27,25812.82,26432.72,44023.69978,1156326251.922411,673711,26180.05,377.231446110855,26158.384,26098.2055
1692662400000,2023-08-22,BTCUSDT,26126.92,26139.42,25300.0,26056.0,34247.06688,886782344.160293,603624,26432.72,949.5073891625576,26149.23,26142.8795
1692576000000,2023-08-21,BTCUSDT,26190.0,26258.42,25812.0,26126.92,30267.24233,788205156.3215923,565987,26056.0,845.0481887670379,26171.14,26157.144999999997
1692489600000,2023-08-20,BTCUSDT,26100.01,26299.0,25971.05,26189.99,19056.91209,497880752.23011583,451543,26126.92,1124.7051832891375,26197.136,26171.564000000002
1692403200000,2023-08-19,BTCUSDT,26054.0,26281.0,25801.09,26100.01,26160.75343,680623880.8247553,615764,26189.99,1067.5184381778768,26181.128,26181.0395
1692316800000,2023-08-18,BTCUSDT,26623.41,26832.6,25619.0,26054.0,69790.65711,1834219523.699404,1293122,26100.01,988.4032938341024,26105.384,26170.9895
1692230400000,2023-08-17,BTCUSDT,28730.51,28783.48,25166.0,26623.41,100271.54033,2755821274.340605,1976577,26054.0,423.99396451957904,26218.865999999998,26214.1625
1692144000000,2023-08-16,BTCUSDT,29200.01,29259.85,28723.08,28730.51,32996.69854,959870747.0063144,768028,26623.41,254.6067164387782,26739.583999999995,26361.083000000002
1692057600000,2023-08-15,BTCUSDT,29430.92,29499.26,29059.6,29200.0,27503.87691,806683957.3100157,591162,28730.51,249.0691937505901,27341.586,26529.782
1691971200000,2023-08-14,BTCUSDT,29303.85,29695.32,29102.45,29430.93,31443.11532,924613476.681799,671592,29200.0,118.58511052785784,28007.77,26702.768
1691884800000,2023-08-13,BTCUSDT,29430.18,29474.65,29272.32,29303.84,11101.70947,326264625.2296824,341726,29430.93,122.61661987401914,28657.738,26874.4845
1691798400000,2023-08-12,BTCUSDT,29426.02,29481.35,29381.56,29430.17,8971.48068,263949405.54340288,310852,29303.84,118.74706985466489,29219.089999999997,27055.740499999996
1691712000000,2023-08-11,BTCUSDT,29455.76,29564.52,29252.45,29426.03,20637.0443,607176051.3015367,437828,29430.17,119.13060528457947,29358.194,27230.003000000004
1691625600000,2023-08-10,BTCUSDT,29581.99,29738.0,29320.2,29455.75,23463.45373,692863472.0877249,513691,29426.03,119.65808834752885,29409.344,27337.791000000005
1691539200000,2023-08-09,BTCUSDT,29770.41,30160.0,29376.67,29581.99,38003.88725,1130396850.0974116,750252,29455.75,120.4472782581361,29439.556,27431.0735
1691452800000,2023-08-08,BTCUSDT,29211.06,30244.0,29146.45,29770.42,45700.53392,1352934531.6659672,877168,29581.99,107.19412452011352,29532.872000000003,27613.5945
1691366400000,2023-08-07,BTCUSDT,29088.43,29276.78,28701.03,29211.06,30966.87746,899492595.6812717,671438,29770.42,126.80098828198452,29489.05,27769.058999999997
1691280000000,2023-08-06,BTCUSDT,29072.13,29205.09,28991.88,29088.42,13178.1972,383209498.87775046,338654,29211.06,132.7494540147598,29421.528,27922.6115
1691193600000,2023-08-05,BTCUSDT,29114.0,29152.23,28978.64,29072.13,11645.52018,338478560.12182474,331924,29088.42,129.4580972504473,29344.803999999996,28073.2175
1691107200000,2023-08-04,BTCUSDT,29193.65,29333.08,28807.54,29113.99,23551.95217,686643453.3930904,544850,29072.13,127.10858532217414,29251.204000000005,28219.914500000003
1691020800000,2023-08-03,BTCUSDT,29186.0,29433.33,28968.0,29193.64,26476.91994,773302705.4947629,651970,29113.99,132.2741544531033,29135.847999999998,28357.960499999997
1690934400000,2023-08-02,BTCUSDT,29705.99,30047.5,28927.5,29186.01,48181.65141,1419729744.649752,945158,29193.64,283.7870472008776,29130.838,28514.461
1690848000000,2023-08-01,BTCUSDT,29232.26,29739.25,28585.7,29705.99,44719.65162,1299160215.077924,900141,29186.01,265.4479337536305,29254.352000000003,28693.414500000003
1690761600000,2023-07-31,BTCUSDT,29281.09,29530.0,29101.8,29232.25,22605.48964,663025204.2072345,563115,29705.99,-559.7996778739665,29286.376,28845.527500000004
1690675200000,2023-07-30,BTCUSDT,29352.9,29449.0,29033.24,29281.09,15706.97441,459830379.6509824,454846,29232.25,-5103.516483516474,29319.796000000002,29004.5815
1690588800000,2023-07-29,BTCUSDT,29314.14,29406.92,29256.18,29352.9,10851.36844,318276733.8766431,339750,29281.09,-1432.0305422544936,29351.647999999997,29169.5265
1690502400000,2023-07-28,BTCUSDT,29222.78,29542.22,29123.12,29314.14,23993.61627,702705076.837866,543177,29352.9,-988.9444990615868,29377.273999999998,29304.063000000002
1690416000000,2023-07-27,BTCUSDT,29351.95,29567.49,29083.85,29222.78,22476.47626,659594157.3443576,583045,29314.14,-462.20972657423545,29280.632,29328.6765
1690329600000,2023-07-26,BTCUSDT,29228.91,29690.0,29096.94,29351.96,33931.63366,995569172.1396836,750401,29222.78,-469.3952962656994,29304.574,29336.2745
1690243200000,2023-07-25,BTCUSDT,29176.5,29376.0,29047.65,29228.91,21565.7478,629531351.1145664,533797,29351.96,-164.59899170837213,29294.138,29326.173500000004
1690156800000,2023-07-24,BTCUSDT,30083.75,30099.58,28861.9,29176.5,39628.99691,1162562413.8190153,869107,29228.91,-2579.0509259258333,29258.857999999997,29319.8065
1690070400000,2023-07-23,BTCUSDT,29793.99,30350.0,29730.0,30083.75,18292.78637,548940321.0915866,519434,29176.5,180.7008730772709,29412.78,29352.485500000003
1689984000000,2023-07-22,BTCUSDT,29901.72,29999.0,29625.1,29794.0,14660.40467,437785700.3396102,423988,30083.75,249.1542798564847,29527.023999999998,29370.884000000002
1689897600000,2023-07-21,BTCUSDT,29800.0,30061.7,29726.34,29901.72,23881.40865,713123417.7612139,555611,29794.0,236.68388914983623,29636.976000000002,29393.182500000003
1689811200000,2023-07-20,BTCUSDT,29909.21,30417.46,29570.96,29800.0,37540.68193,1125950643.7116497,749723,29901.72,294.3432944125609,29751.194,29404.083000000002
1689724800000,2023-07-19,BTCUSDT,29859.14,30189.09,29761.96,29909.21,25657.36137,769254865.285115,617415,29800.0,261.8902101769917,29897.735999999997,29411.0225
1689638400000,2023-07-18,BTCUSDT,30138.01,30239.78,29512.0,29859.13,30003.8601,897157095.477411,754775,29909.21,897.2247616560055,29852.811999999998,29443.426
1689552000000,2023-07-17,BTCUSDT,30232.0,30336.96,29659.2,30138.0,30882.76839,929647644.243343,816466,29859.13,182.48744134695016,29921.612,29495.905
1689465600000,2023-07-16,BTCUSDT,30289.52,30441.46,30064.29,30231.99,15760.1281,477189328.0072937,494225,30138.0,178.57082763697548,29987.666000000005,29553.897999999997
1689379200000,2023-07-15,BTCUSDT,30312.0,30390.9,30200.0,30289.52,14118.55329,427921094.3021783,488354,30231.99,179.76874292669405,30085.57,29612.6745
1689292800000,2023-07-14,BTCUSDT,31454.23,31630.0,29900.0,30312.01,60749.48424,1869443273.7476244,1274387,30289.52,170.9882048763867,30166.130000000005,29668.593
1689206400000,2023-07-13,BTCUSDT,30380.0,31804.2,30251.0,31454.23,70772.51836,2194927210.224416,1301632,30312.01,127.65063075578652,30485.15,29782.003999999997
1689120000000,2023-07-12,BTCUSDT,30622.1,30983.25,30210.0,30380.0,38108.99669,1166497472.4331727,784195,31454.23,264.511108517178,30533.55,29815.7045
1689033600000,2023-07-11,BTCUSDT,30411.57,30813.63,30300.0,30622.1,28476.83311,868966244.2412691,691213,30380.0,212.5611007830949,30611.571999999996,29885.196999999996
1688947200000,2023-07-10,BTCUSDT,30160.71,31045.78,29950.0,30411.57,41262.87652,1254289037.7420728,896853,30622.1,239.77426380690957,30635.982,29941.721
1688860800000,2023-07-09,BTCUSDT,30284.63,30445.52,30061.12,30160.71,15388.50196,465781514.2589476,473168,30411.57,2669.087837837862,30605.721999999998,29982.1115
1688774400000,2023-07-08,BTCUSDT,30344.7,30386.81,30044.47,30284.63,13094.59042,395759717.57242787,480214,30160.71,443.92923384220177,30371.802000000003,30030.636
1688688000000,2023-07-07,BTCUSDT,29895.42,30449.0,29701.02,30344.7,34070.53895,1027461795.2332093,912948,30284.63,480.92464671091267,30364.742,30086.731999999996
1688601600000,2023-07-06,BTCUSDT,30504.8,31500.0,29850.45,29895.43,71319.6261,2181763648.99527,1397042,30344.7,2232.4216703342654,30219.408000000003,30113.9055
1688515200000,2023-07-05,BTCUSDT,30766.52,30878.07,30200.0,30504.81,33215.67122,1013694790.31705,827926,29895.43,441.6672263263918,30238.056,30177.7005
1688428800000,2023-07-04,BTCUSDT,31156.2,31350.69,30620.0,30766.51,33206.11943,1028794008.5245212,779472,30504.81,318.7495867222118,30359.215999999997,30257.200999999994
1688342400000,2023-07-03,BTCUSDT,30617.02,31380.0,30570.27,31156.2,43761.64311,1352635339.5043936,781855,30766.51,294.94107248084833,30533.53,30310.8235
1688256000000,2023-07-02,BTCUSDT,30585.9,30791.0,30155.0,30617.03,23286.41019,711031423.4334425,591533,31156.2,755.531892790365,30587.995999999996,30351.975
1688169600000,2023-07-01,BTCUSDT,30471.99,30661.6,30320.57,30585.9,17501.75075,533859338.1325383,567975,30617.03,962.1330724070416,30726.090000000004,30386.183999999997
1688083200000,2023-06-30,BTCUSDT,30447.31,31282.0,29500.0,30472.0,89419.07618,2726355505.5063505,1559366,30585.9,1768.2855178448508,30719.528000000002,30419.783999999996
1687996800000,2023-06-29,BTCUSDT,30077.4,30843.98,30049.98,30447.31,36330.62903,1107940389.9242406,758428,30472.0,-167.52671513129178,30655.688000000002,30446.689000000002
1687910400000,2023-06-28,BTCUSDT,30692.44,30709.74,29858.8,30077.41,40463.51937,1224103637.6132562,895470,30447.31,-557.4738094451237,30439.93,30457.603000000003
1687824000000,2023-06-27,BTCUSDT,30267.99,30994.97,30226.17,30692.44,42699.64157,1306206257.0193572,824373,30077.41,2928.333807222065,30455.012,30485.325
1687737600000,2023-06-26,BTCUSDT,30462.67,30666.0,29930.0,30267.99,45180.41489,1367837657.5451825,954783,30692.44,-1434.5939545897984,30391.430000000004,30487.125
1687651200000,2023-06-25,BTCUSDT,30527.44,31046.01,30277.49,30462.66,30223.44801,926316644.4167664,789910,30267.99,746.6335486007602,30389.561999999998,30495.782
1687564800000,2023-06-24,BTCUSDT,30688.51,30800.0,30250.0,30527.43,30513.30135,933244397.704002,776343,30462.66,904.1639209225708,30405.586,30506.553000000004
1687478400000,2023-06-23,BTCUSDT,29884.92,31431.94,29800.0,30688.5,73931.89635,2265077496.195469,1338533,30527.43,667.9203025014551,30527.803999999996,30468.266500000005
1687392000000,2023-06-22,BTCUSDT,29993.89,30500.0,29525.61,29884.92,59054.5646,1775822103.7632556,1146092,30688.5,-21848.81065651291,30366.3,30443.5125
1687305600000,2023-06-21,BTCUSDT,28308.0,30800.0,28257.99,29993.89,108926.40412,3210301129.3662906,1872873,29884.92,-351.5031707508006,30311.48,30412.102000000003
1687219200000,2023-06-20,BTCUSDT,26844.35,28402.74,26652.0,28307.99,69666.95525,1912797983.5310051,1189024,29993.89,-62.40339716577466,29880.545999999995,30306.923
1687132800000,2023-06-19,BTCUSDT,26339.98,27068.09,26256.61,26844.35,35872.65974,954193987.2948112,732735,28307.99,-26.543363057620223,29143.93,30141.105
1687046400000,2023-06-18,BTCUSDT,26516.99,26700.0,26255.85,26339.97,21538.31022,571013013.8553362,555956,26844.35,-26.759269217640124,28274.224,29943.872000000003
1686960000000,2023-06-17,BTCUSDT,26345.01,26839.99,26181.0,26516.99,27842.2195,738491809.8811625,666967,26339.97,-32.478722802912785,27600.638,29752.486500000006
1686873600000,2023-06-16,BTCUSDT,25598.49,26518.0,25175.56,26345.0,51596.91662,1335158158.639614,926194,26516.99,-32.02156530167187,26870.860000000004,29574.965000000004
1686787200000,2023-06-15,BTCUSDT,25128.6,25759.01,24800.0,25598.49,48664.86063,1224436974.8502872,943268,26345.0,-27.254672270779253,26328.96,29329.648999999998
1686700800000,2023-06-14,BTCUSDT,25934.24,26098.0,24820.56,25128.6,45077.31608,1152808416.919793,957418,25598.49,-26.703995505990292,25985.809999999998,29047.753500000003
1686614400000,2023-06-13,BTCUSDT,25905.2,26433.21,25712.57,25934.25,41065.60853,1068985236.5126554,1007138,25128.6,-31.779941532389444,25904.665999999997,28786.656
1686528000000,2023-06-12,BTCUSDT,25925.54,26106.48,25602.11,25905.19,29900.50893,773303698.8633221,858037,25934.25,-34.66008068213077,25782.306,28551.063999999995
1686441600000,2023-06-11,BTCUSDT,25841.22,26206.88,25634.7,25925.55,30014.29595,776111471.8669971,833902,25905.19,-29.486611521431115,25698.416,28318.046500000004
1686355200000,2023-06-10,BTCUSDT,26477.8,26533.87,25358.0,25841.21,64944.60108,1673795235.4008925,1713871,25925.55,-27.16624486259721,25746.96,28086.507
1686268800000,2023-06-09,BTCUSDT,26498.62,26783.33,26269.91,26477.81,27934.7097,741158215.0539023,746911,25841.21,-41.5276356131657,26016.802,27888.032
1686182400000,2023-06-08,BTCUSDT,26339.34,26810.0,26210.0,26498.61,31075.51083,823023638.236875,848252,26477.81,-52.25156586372793,26129.674000000003,27709.091999999997
1686096000000,2023-06-07,BTCUSDT,27230.07,27391.77,26125.01,26339.34,59619.44364,1589291467.5372326,1311928,26498.61,-45.434595230603065,26216.504000000004,27491.436999999998
1686009600000,2023-06-06,BTCUSDT,25728.2,27355.33,25351.02,27230.08,68392.60438,1797636024.0812123,1345725,26339.34,-236.67745915707297,26477.409999999996,27339.541500000003
1685923200000,2023-06-05,BTCUSDT,27115.2,27129.33,25388.0,25728.2,65805.60305,1722665798.09203,1420829,27230.08,-228.5687407606512,26454.808,27102.8185
1685836800000,2023-06-04,BTCUSDT,27069.22,27455.02,26951.0,27115.21,19258.41049,523747237.4389696,504474,25728.2,507.9949435013687,26582.288,26932.2075
1685750400000,2023-06-03,BTCUSDT,27242.59,27333.29,26914.93,27069.22,16595.34117,450588672.4704081,466520,27115.21,681.085779475944,26696.409999999996,26751.2435
1685664000000,2023-06-02,BTCUSDT,26817.93,27300.0,26505.0,27242.59,36380.90269,983857061.640842,811087,27069.22,438.34378725253185,26877.059999999998,26619.127
1685577600000,2023-06-01,BTCUSDT,27210.36,27350.0,26605.05,26817.93,39217.8088,1055132509.8658342,814389,27242.59,322.65056091320656,26794.629999999997,26460.328999999998
1685491200000,2023-05-31,BTCUSDT,27694.39,27835.51,26839.01,27210.35,46588.80573,1265952178.7798684,908537,26817.93,207.85156719106527,27091.059999999998,26405.447000000004
1685404800000,2023-05-30,BTCUSDT,27736.39,28038.59,27554.0,27694.4,32686.75371,908653906.0072744,745633,27210.35,227.55731045649512,27206.897999999997,26447.9495
1685318400000,2023-05-29,BTCUSDT,28065.01,28447.14,27524.6,27736.4,42385.41945,1182678581.634669,805579,27694.4,221.02052741083747,27340.333999999995,26517.771
1685232000000,2023-05-28,BTCUSDT,26854.28,28261.32,26764.36,28065.0,43916.00855,1205762341.9704952,843861,27736.4,203.58456612680823,27504.816000000003,26595.171500000004
1685145600000,2023-05-27,BTCUSDT,26705.93,26895.0,26551.0,26854.27,15095.6867,403337263.0344908,415694,28065.0,429.9439322448814,27512.084000000003,26620.635000000002
1685059200000,2023-05-26,BTCUSDT,26473.8,26932.16,26327.24,26705.92,35061.18713,932817724.59401,655755,26854.27,1630.3493928368118,27411.197999999997,26676.0065
1684972800000,2023-05-25,BTCUSDT,26329.0,26631.98,25871.89,26473.79,37435.44895,984117789.7017612,753125,26705.92,-14900.040290088977,27167.076,26743.265999999996
1684886400000,2023-05-24,BTCUSDT,27219.61,27219.61,26080.5,26329.01,54393.0657,1442636235.4543552,1012767,26473.79,-35800.484027100414,26885.597999999998,26763.003999999997
1684800000000,2023-05-23,BTCUSDT,26849.28,27495.83,26798.11,27219.61,38700.83858,1054565781.6023751,816399,26329.01,-35320.439350523535,26716.52,26828.725
1684713600000,2023-05-22,BTCUSDT,26747.78,27099.89,26538.21,26849.27,26458.83828,709594996.7242744,717111,27219.61,329.86789406549093,26715.52,26874.911
1684627200000,2023-05-21,BTCUSDT,27102.42,27277.55,26666.03,26747.78,21347.87279,575213570.2794422,568937,26849.27,-628.9742263832563,26723.892,26920.239500000003
1684540800000,2023-05-20,BTCUSDT,26880.26,27150.0,26825.11,27102.43,14434.54718,389225653.7451669,481382,26747.78,8026.769045468505,26849.620000000003,26951.470500000003
1684454400000,2023-05-19,BTCUSDT,26821.28,27183.6,26630.0,26880.26,28754.13544,772864757.1633048,756295,27102.43,-687.8591339386728,26959.869999999995,26970.553000000004
1684368000000,2023-05-18,BTCUSDT,27405.62,27485.33,26361.2,26821.28,49198.65143,1330745572.694637,1057318,26880.26,74397.61194032959,26880.204000000005,26994.65
1684281600000,2023-05-17,BTCUSDT,27033.85,27500.0,26544.71,27405.61,42958.97785,1159714527.6352637,1016823,26821.28,1374.6952780907386,26991.471999999998,27003.4265
1684195200000,2023-05-16,BTCUSDT,27162.15,27296.89,26852.11,27033.84,33270.45451,900273404.6010331,815642,27405.61,-333.0779944289693,27048.684,27068.7085
1684108800000,2023-05-15,BTCUSDT,26917.61,27663.59,26726.0,27162.14,40430.08333,1104633264.1315742,935914,27033.84,-398.1611116915672,27060.626,27071.055
1684022400000,2023-05-14,BTCUSDT,26775.27,27200.0,26560.53,26917.62,21594.8036,580801698.0002693,629537,27162.14,-170.63919538426703,27068.097999999998,27063.475
1683936000000,2023-05-13,BTCUSDT,26795.01,27045.45,26692.03,26775.28,22814.90421,612062852.0866882,605049,26917.62,-2478.6428661855502,27058.897999999997,27040.1095
1683849600000,2023-05-12,BTCUSDT,26968.61,27091.12,25811.46,26795.01,67207.93494,1777052127.7310932,1351633,26775.28,2219.7889774385485,26936.778,27038.9635
1683763200000,2023-05-11,BTCUSDT,27598.74,27630.14,26702.05,26968.62,47635.31365,1295799109.011004,1257000,26795.01,434.73920336277376,26923.733999999997,27026.877
1683676800000,2023-05-10,BTCUSDT,27628.28,28331.42,26777.0,27598.75,71155.11355,1971173412.435502,1534579,26968.62,219.04878164033596,27011.056,27022.0945
1683590400000,2023-05-09,BTCUSDT,27668.8,27818.0,27353.0,27628.27,40113.31069,1106923908.3058467,1003698,27598.75,469.8942886507131,27153.185999999998,27016.688000000002
1683504000000,2023-05-08,BTCUSDT,28430.09,28631.01,27262.0,27668.79,68244.36179,1903052694.6684127,1600637,27628.27,239.26078680203088,27331.888,26996.877499999995
1683417600000,2023-05-07,BTCUSDT,28848.19,29138.29,28395.23,28430.1,30003.41028,865838535.326382,855425,27668.79,161.8063150886872,27658.906,27075.669
1683331200000,2023-05-06,BTCUSDT,29505.6,29820.0,28300.0,28848.2,49249.28459,1429517892.7805023,1221021,28430.1,159.5599649438358,28034.821999999996,27182.783000000003
1683244800000,2023-05-05,BTCUSDT,28838.16,29677.0,28800.0,29505.61,58415.83048,1709786814.901134,1288027,28848.2,131.14289523301653,28416.194,27334.374
1683158400000,2023-05-04,BTCUSDT,29026.16,29379.83,28663.64,28838.16,42575.47501,1233816136.1606576,961542,29505.61,170.70723097060812,28658.172,27459.8315
1683072000000,2023-05-03,BTCUSDT,28669.85,29266.66,28113.69,29026.16,64615.79213,1845961218.843244,1502909,28838.16,187.99975317022012,28929.646,27550.158999999996
1682985600000,2023-05-02,BTCUSDT,28068.26,28879.88,27872.0,28669.86,50824.5224,1441733922.0116444,1174697,29026.16,186.22205107517027,28977.597999999998,27641.1885
1682899200000,2023-05-01,BTCUSDT,29233.2,29337.34,27666.95,28068.26,64433.65958,1828221138.95444,1362793,28669.86,322.0688209067238,28821.609999999997,27707.212499999994
1682812800000,2023-04-30,BTCUSDT,29230.45,29969.39,29079.59,29233.21,39752.5372,1172155267.8761897,949458,28068.26,176.33864371499283,28767.129999999997,27813.751500000002
1682726400000,2023-04-29,BTCUSDT,29311.69,29448.88,29031.0,29230.45,20466.83058,599466910.0466621,619319,29233.21,166.31353429701403,28845.588,27931.261
1682640000000,2023-04-28,BTCUSDT,29472.77,29599.54,28891.0,29311.7,54298.16578,1590683771.668198,1129240,29230.45,164.69251278464964,28902.695999999996,28055.782
1682553600000,2023-04-27,BTCUSDT,28415.29,29890.0,28378.86,29472.77,95430.82431,2784859692.36462,1990148,29311.7,165.01647265539205,29063.278000000002,28159.139999999996
1682467200000,2023-04-26,BTCUSDT,28300.8,30036.0,27235.0,28415.29,129228.40403,3719701461.909163,2261942,29472.77,428.8987679721748,29132.683999999997,28228.2125
1682380800000,2023-04-25,BTCUSDT,27510.93,28399.99,27192.0,28300.79,52325.14637,1446329375.242731,1087067,28415.29,516.3578778326294,28946.2,28285.145
1682294400000,2023-04-24,BTCUSDT,27590.59,28000.0,26942.82,27510.93,53111.56874,1458406515.6404212,1211080,28300.79,-2174.1353097681404,28602.295999999995,28314.8105
1682208000000,2023-04-23,BTCUSDT,27816.85,27816.85,27311.25,27590.6,34812.09581,959389698.7572552,873485,27510.93,-327.62954139368685,28258.076,28355.576500000003
1682121600000,2023-04-22,BTCUSDT,27262.84,27882.72,27140.35,27816.85,36023.69686,989379475.3218232,859500,27590.6,-248.08261017113415,27926.892000000003,28406.6685
1682035200000,2023-04-21,BTCUSDT,28243.65,28374.02,27125.0,27262.84,77684.7679,2164667611.9354606,1463628,27816.85,-84.76972672186614,27696.402000000002,28421.3795
1681948800000,2023-04-20,BTCUSDT,28797.1,29088.3,28010.0,28243.65,76879.09372,2198854031.424746,1434642,27262.84,-484.76896940337554,27684.974,28453.624499999998
1681862400000,2023-04-19,BTCUSDT,30380.01,30413.53,28520.0,28797.1,86575.48656,2541283888.3034472,1699891,28243.65,-1417.728979306724,27942.208000000002,28512.066
1681776000000,2023-04-18,BTCUSDT,29430.27,30485.0,29096.78,30380.01,62004.89434,1861001491.9786973,1141562,28797.1,282.4524164546972,28500.089999999997,28647.627
1681689600000,2023-04-17,BTCUSDT,30304.66,30316.06,29240.65,29430.27,56441.81127,1675287761.4330356,1137294,30380.01,354.6493784920808,28822.773999999998,28697.635500000004
1681603200000,2023-04-16,BTCUSDT,30295.1,30549.99,30120.0,30304.65,26431.99322,801322926.1525651,708233,29430.27,423.70921376838544,29431.136,28770.458000000002
1681516800000,2023-04-15,BTCUSDT,30466.93,30595.6,30202.0,30295.09,25429.81247,772211097.614016,732418,30304.65,426.41550195371224,29841.424,28809.932
1681430400000,2023-04-14,BTCUSDT,30373.84,31000.0,29966.0,30466.93,75984.19452,2323267494.38023,1504180,30295.09,400.8188845511283,30175.390000000003,28891.370499999997
1681344000000,2023-04-13,BTCUSDT,29888.07,30595.0,29854.59,30373.84,51934.11731,1571091101.1299677,1054144,30466.93,496.0003107416738,30174.156,28958.754500000003
1681257600000,2023-04-12,BTCUSDT,30200.43,30486.0,29637.4,29888.07,62049.48451,1863497606.1415305,1246556,30373.84,303.46080202066855,30265.716000000004,29019.664999999997
1681171200000,2023-04-11,BTCUSDT,29637.35,30550.0,29590.0,30200.42,67990.07621,2046078278.0821176,1340458,29888.07,251.71533403873397,30244.870000000003,29126.273000000005
1681084800000,2023-04-10,BTCUSDT,28323.76,29770.0,28170.0,29637.34,67754.0622,1955300943.1708305,1285695,30200.42,224.870086201626,30113.32,29146.479499999998
1680998400000,2023-04-09,BTCUSDT,27938.38,28530.0,27800.0,28323.76,32531.16101,913915923.6951956,777589,29637.34,641.3320421190465,29684.685999999998,29101.145
1680912000000,2023-04-08,BTCUSDT,27906.34,28154.99,27859.02,27938.38,19479.96735,545324518.6860753,624159,28323.76,3682.8272854438537,29197.594,29032.479
1680825600000,2023-04-07,BTCUSDT,28033.83,28100.0,27766.94,27906.33,24762.09387,691323748.9286413,655634,27938.38,695.5415002564124,28801.246000000003,28954.157
1680739200000,2023-04-06,BTCUSDT,28170.01,28182.05,27711.0,28033.82,40118.94963,1122713087.5561826,934548,27906.33,-1726.359433827369,28367.926,28935.0835
1680652800000,2023-04-05,BTCUSDT,28165.47,28775.0,27805.1,28170.01,60737.64732,1721098539.066057,1262730,28033.82,-511.1164266692175,28074.460000000003,28928.5445
1680566400000,2023-04-04,BTCUSDT,27800.0,28444.44,27662.79,28165.47,49722.55691,1397141464.875036,1102007,28170.01,-73.25449077460775,28042.802000000003,28961.271500000003
1680480000000,2023-04-03,BTCUSDT,28171.87,28500.99,27200.24,27800.0,79180.01405,2214361048.7823668,1651062,28165.47,-99.50805694762197,28015.126,28971.741499999996
1680393600000,2023-04-02,BTCUSDT,28452.74,28530.0,27856.43,28171.87,37365.65692,1053600933.0676804,938464,27800.0,-52.50143005842108,28068.234000000004,28989.4925
1680307200000,2023-04-01,BTCUSDT,28465.36,28819.71,28220.27,28452.73,30238.44753,860804237.452269,822781,28171.87,-76.02205866388732,28152.015999999996,29048.987
1680220800000,2023-03-31,BTCUSDT,28028.53,28656.69,27511.71,28465.36,78198.12139,2203253311.777351,1537349,28452.73,-62.020813661275696,28211.086,29060.0725
1680134400000,2023-03-30,BTCUSDT,28348.6,29184.68,27686.0,28028.53,98865.43256,2808471938.6424427,1843652,28465.36,-52.9307426310379,28183.697999999997,29021.644
1680048000000,2023-03-29,BTCUSDT,27261.06,28650.0,27240.1,28348.6,89486.16008,2519887866.2111588,1704217,28028.53,-101.4284136748358,28293.417999999998,28920.0735
1679961600000,2023-03-28,BTCUSDT,27124.9,27520.0,26631.78,27261.07,78602.44341,2124533606.765556,1521981,28348.6,-42.49613009679001,28111.258,28811.6135
1679875200000,2023-03-27,BTCUSDT,27968.05,28023.86,26508.14,27124.91,88039.46898,2407130888.034605,1575264,27261.07,-49.717206051511766,27845.694,28652.626499999995
1679788800000,2023-03-26,BTCUSDT,27462.96,28194.4,27417.76,27968.05,49671.70353,1380973402.9961202,1068196,27124.91,-588.1898175480023,27746.232,28536.2745
1679702400000,2023-03-25,BTCUSDT,27454.46,27787.33,27156.09,27462.95,50844.08102,1397227639.2141378,1088721,27968.05,-440.075300254505,27633.115999999998,28386.0755
1679616000000,2023-03-24,BTCUSDT,28295.42,28374.3,27000.0,27454.47,86242.06544,2403443392.0273013,1511137,27462.95,-463.0305846943726,27454.29,28240.107
1679529600000,2023-03-23,BTCUSDT,27250.97,28750.0,27105.0,28295.41,128649.60818,3591123573.1149583,2159091,27454.47,1072.5562903780717,27661.158000000003,28160.474
